Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,DocID_sujet,DocID_verbe,DocID_objet,AlignID_sujet,AlignID_verbe,AlignID_objet,IDs_sujet,IDs_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque,chapter
"Ayant entendu vanter le méthodisme anglais et la froideur proverbiale des gentlemen, il vint chercher fortune en Angleterre.",il,vint,,nsubj,root,,14.0,15,,2749.0,2750,,2714.0,2715,,[14],[],venir,0,32,_,102,36,103,['1'],[],['1'],[],[],[],[],True,False,False,2
"Ayant entendu vanter le méthodisme anglais et la froideur proverbiale des gentlemen, il vint chercher fortune en Angleterre.",il,chercher,fortune,nsubj,xcomp,obj,14.0,16,17.0,2749.0,2751,2752.0,2714.0,2716,2717.0,[14],[17],chercher,15,32,_,102,36,103,['1'],[],['1'],[],[],[],[],True,False,False,2
"Ayant entendu vanter le méthodisme anglais et la froideur proverbiale des gentlemen, il vint chercher fortune en Angleterre.",il,chercher,en Angleterre,nsubj,xcomp,obl:mod,14.0,16,19.0,2749.0,2751,2754.0,2714.0,2716,2719.0,[14],"[18, 19]",chercher,15,32,_,102,36,103,['1'],[],['1'],[],[],[],[],True,False,False,2
"Mais, jusqu' alors, le sort l' avait mal servi.",le sort,servi,l',nsubj,root,obj,7.0,11,8.0,2762.0,2766,2763.0,2727.0,2731,2728.0,"[6, 7]",[8],servir,0,_,_,103,36,104,[],['1'],['1'],[],[],[],[],True,False,False,2
Il n' avait pu prendre racine nulle part.,Il,pu,,nsubj,root,,1.0,4,,2768.0,2771,,2733.0,2736,,[1],[],pouvoir,0,_,_,104,36,105,['1'],[],['1'],[],[],[],[],True,False,False,2
Il n' avait pu prendre racine nulle part.,Il,prendre,racine,nsubj,xcomp,obj,1.0,5,6.0,2768.0,2772,2773.0,2733.0,2737,2738.0,[1],[6],prendre,4,_,_,104,36,105,['1'],[],['1'],[],[],[],[],True,False,False,2
Il n' avait pu prendre racine nulle part.,Il,prendre,nulle part,nsubj,xcomp,obl:mod,1.0,5,8.0,2768.0,2772,2775.0,2733.0,2737,2740.0,[1],"[7, 8]",prendre,4,_,_,104,36,105,['1'],[],['1'],[],[],[],[],True,False,False,2
Il avait fait dix maisons.,Il,fait,dix maisons,nsubj,root,obj,1.0,3,5.0,2777.0,2779,2781.0,2742.0,2744,2746.0,[1],"[4, 5]",faire,0,19,FAC,105,36,106,['1'],[],['1'],[],['168'],['168'],['FAC'],True,True,True,2
"Dans toutes, on était fantasque, inégal, coureur d' aventures ou coureur de pays,- ce qui ne pouvait plus convenir à Passepartout.",qui,pouvait,,nsubj,acl:relcl,,20.0,22,,2802.0,2804,,2766.0,2768,,[20],[],pouvoir,19,_,_,106,36,107,[],[],[],[],[],[],[],False,False,False,2
"Dans toutes, on était fantasque, inégal, coureur d' aventures ou coureur de pays,- ce qui ne pouvait plus convenir à Passepartout.",qui,convenir,à Passepartout,nsubj,xcomp,obl:arg,20.0,24,26.0,2802.0,2806,2808.0,2766.0,2770,2772.0,[20],"[25, 26]",convenir,22,_,_,106,36,107,[],['1'],['1'],[],[],[],[],True,False,False,2
"Son dernier maître, le jeune Lord Longsferry, membre du Parlement, après avoir passé ses nuits dans les« oysters - rooms» d' Hay - Market, rentrait trop souvent au logis sur les épaules des policemen.",,passé,ses nuits,,acl,obj,,16,18.0,,2825,2827.0,,2789,2791.0,[],"[17, 18]",passer,7,35,_,107,36,108,[],['48'],['48'],[],[],[],[],True,False,False,2
"Son dernier maître, le jeune Lord Longsferry, membre du Parlement, après avoir passé ses nuits dans les« oysters - rooms» d' Hay - Market, rentrait trop souvent au logis sur les épaules des policemen.",,passé,dans les oysters-rooms,,acl,obl:arg,,16,22.0,,2825,2831.0,,2789,2795.0,[],"[19, 20, 22]",passer,7,35,_,107,36,108,[],[],[],[],['43'],['43'],['LOC'],False,True,False,2
"Son dernier maître, le jeune Lord Longsferry, membre du Parlement, après avoir passé ses nuits dans les« oysters - rooms» d' Hay - Market, rentrait trop souvent au logis sur les épaules des policemen.",,passé,oysters-rooms,,acl,obl:mod,,16,23.0,,2825,2832.0,,2789,,[],[23],passer,7,35,_,107,36,108,[],[],[],[],['43'],['43'],['LOC'],False,True,False,2
"Son dernier maître, le jeune Lord Longsferry, membre du Parlement, après avoir passé ses nuits dans les« oysters - rooms» d' Hay - Market, rentrait trop souvent au logis sur les épaules des policemen.",,passé,oysters-rooms d'Hay-Market,,acl,obl:mod,,16,24.0,,2825,2833.0,,2789,2796.0,[],"[24, 26, 27]",passer,7,35,_,107,36,108,[],[],[],[],['43'],['43'],['LOC'],False,True,False,2
"Son dernier maître, le jeune Lord Longsferry, membre du Parlement, après avoir passé ses nuits dans les« oysters - rooms» d' Hay - Market, rentrait trop souvent au logis sur les épaules des policemen.",,passé,Hay-Market,,acl,obl:mod,,16,28.0,,2825,2837.0,,2789,,[],[28],passer,7,35,_,107,36,108,[],[],[],[],['43'],['43'],['LOC'],False,True,False,2
"Son dernier maître, le jeune Lord Longsferry, membre du Parlement, après avoir passé ses nuits dans les« oysters - rooms» d' Hay - Market, rentrait trop souvent au logis sur les épaules des policemen.",Son dernier maître le jeune Lord Longsferry membre du Parlement Hay-Market,rentrait,au logis,nsubj,root,obl:arg,3.0,31,35.0,2812.0,2840,2844.0,2776.0,2802,2806.0,"[1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 29]","[34, 35]",rentraire,0,42,_,107,36,108,"['1', '48']",[],"['1', '48']",['43'],['167'],"['43', '167']","['LOC', 'FAC']",True,True,True,2
"Son dernier maître, le jeune Lord Longsferry, membre du Parlement, après avoir passé ses nuits dans les« oysters - rooms» d' Hay - Market, rentrait trop souvent au logis sur les épaules des policemen.",Son dernier maître le jeune Lord Longsferry membre du Parlement Hay-Market,rentrait,sur les épaules des policemen,nsubj,root,obl:mod,3.0,31,38.0,2812.0,2840,2847.0,2776.0,2802,2809.0,"[1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 29]","[36, 37, 38, 39, 40]",rentraire,0,42,_,107,36,108,"['1', '48']",['17'],"['1', '48', '17']",['43'],[],['43'],['LOC'],True,True,True,2
"Passepartout, voulant avant tout pouvoir respecter son maître, risqua quelques respectueuses observations qui furent mal reçues, et il rompit.",,voulant,avant tout,,acl,obl:mod,,3,5.0,,2853,2855.0,,2815,2817.0,[],"[4, 5]",vouloir,1,_,_,108,36,109,[],[],[],[],[],[],[],False,False,False,2
"Passepartout, voulant avant tout pouvoir respecter son maître, risqua quelques respectueuses observations qui furent mal reçues, et il rompit.",,pouvoir,,,xcomp,,,6,,,2856,,,2818,,[],[],pouvoir,3,_,_,108,36,109,[],[],[],[],[],[],[],False,False,False,2
"Passepartout, voulant avant tout pouvoir respecter son maître, risqua quelques respectueuses observations qui furent mal reçues, et il rompit.",,respecter,son maître,,xcomp,obj,,7,9.0,,2857,2859.0,,2819,2821.0,[],"[8, 9]",respecter,6,_,_,108,36,109,[],"['1', '48']","['1', '48']",[],[],[],[],True,False,False,2
"Passepartout, voulant avant tout pouvoir respecter son maître, risqua quelques respectueuses observations qui furent mal reçues, et il rompit.",Passepartout,risqua,quelques respectueuses observations,nsubj,root,obj,1.0,11,14.0,2851.0,2861,2864.0,2813.0,2823,2826.0,[1],"[12, 13, 14]",risquer,0,_,_,108,36,109,['1'],[],['1'],[],[],[],[],True,False,False,2
"Passepartout, voulant avant tout pouvoir respecter son maître, risqua quelques respectueuses observations qui furent mal reçues, et il rompit.",qui,reçues,,nsubj:pass,acl:relcl,,15.0,18,,2865.0,2868,,2827.0,2830,,[15],[],recevoir,14,_,_,108,36,109,[],[],[],[],[],[],[],False,False,False,2
"Passepartout, voulant avant tout pouvoir respecter son maître, risqua quelques respectueuses observations qui furent mal reçues, et il rompit.",il,rompit,,nsubj,conj,,21.0,22,,2871.0,2872,,2833.0,2834,,[21],[],rompre,11,_,_,108,36,109,['1'],[],['1'],[],[],[],[],True,False,False,2
"Il apprit, sur les entrefaites, que Phileas Fogg, esq., cherchait un domestique.",Il,apprit,sur les entrefaites,nsubj,root,obl:mod,1.0,2,6.0,2874.0,2875,2879.0,2836.0,2837,2841.0,[1],"[4, 5, 6]",apprendre,0,_,_,109,36,110,['1'],[],['1'],[],[],[],[],True,False,False,2
"Il apprit, sur les entrefaites, que Phileas Fogg, esq., cherchait un domestique.",Phileas Fogg esq,cherchait,un domestique,nsubj,ccomp,obj,9.0,15,17.0,2882.0,2888,2890.0,2844.0,2850,2852.0,"[9, 10, 12]","[16, 17]",chercher,2,_,_,109,36,110,['0'],[],['0'],[],[],[],[],True,False,False,2
Il prit des renseignements sur ce gentleman.,Il,prit,des renseignements sur ce gentleman,nsubj,root,obj,1.0,2,4.0,2892.0,2893,2895.0,2854.0,2855,2857.0,[1],"[3, 4, 5, 6, 7]",prendre,0,_,_,110,36,111,['1'],['0'],"['1', '0']",[],[],[],[],True,False,False,2
"Un personnage dont l' existence était si régulière, qui ne découchait pas, qui ne voyageait pas, qui ne s' absentait jamais, pas même un jour, ne pouvait que lui convenir.",qui,découchait,,nsubj,conj,,10.0,12,,2909.0,2911,,2871.0,2873,,[10],[],découcher,8,44,_,111,36,112,['0'],[],['0'],[],[],[],[],True,False,False,2
"Un personnage dont l' existence était si régulière, qui ne découchait pas, qui ne voyageait pas, qui ne s' absentait jamais, pas même un jour, ne pouvait que lui convenir.",qui,voyageait,,nsubj,conj,,15.0,17,,2914.0,2916,,2876.0,2878,,[15],[],voyager,8,53,_,111,36,112,['0'],[],['0'],[],[],[],[],True,False,False,2
"Un personnage dont l' existence était si régulière, qui ne découchait pas, qui ne voyageait pas, qui ne s' absentait jamais, pas même un jour, ne pouvait que lui convenir.",qui,absentait,s',nsubj,conj,expl:comp,20.0,23,22.0,2919.0,2922,2921.0,2881.0,2884,2883.0,[20],[22],absenter,8,62,_,111,36,112,['0'],[],['0'],[],[],[],[],True,False,False,2
"Un personnage dont l' existence était si régulière, qui ne découchait pas, qui ne voyageait pas, qui ne s' absentait jamais, pas même un jour, ne pouvait que lui convenir.",Un personnage dont l'existence était si régulière pas même un jour,pouvait,,nsubj,root,,2.0,32,,2901.0,2931,,2863.0,2893,,"[1, 2, 3, 4, 5, 6, 7, 8, 26, 27, 28, 29]",[],pouvoir,0,_,_,111,36,112,['0'],[],['0'],[],[],[],[],True,False,False,2
"Un personnage dont l' existence était si régulière, qui ne découchait pas, qui ne voyageait pas, qui ne s' absentait jamais, pas même un jour, ne pouvait que lui convenir.",Un personnage dont l'existence était si régulière pas même un jour,convenir,lui,nsubj,xcomp,iobj,2.0,35,34.0,2901.0,2934,2933.0,2863.0,2896,2895.0,"[1, 2, 3, 4, 5, 6, 7, 8, 26, 27, 28, 29]",[34],convenir,32,_,_,111,36,112,['0'],['1'],"['0', '1']",[],[],[],[],True,False,False,2
Il se présenta et fut admis dans les circonstances que l' on sait.,Il,présenta,se,nsubj,root,expl:comp,1.0,3,2.0,2936.0,2938,2937.0,2898.0,2900,2899.0,[1],[2],présenter,0,59,VEH,112,36,113,['1'],[],['1'],[],[],[],[],True,False,False,2
Il se présenta et fut admis dans les circonstances que l' on sait.,Il,admis,dans les circonstances,nsubj,conj,obl:mod,1.0,6,9.0,2936.0,2941,2944.0,2898.0,2903,2906.0,[1],"[7, 8, 9]",admettre,3,_,_,112,36,113,['1'],[],['1'],[],[],[],[],True,False,False,2
Il se présenta et fut admis dans les circonstances que l' on sait.,l',sait,que,nsubj,acl:relcl,obj,11.0,13,10.0,2946.0,2948,2945.0,2908.0,2910,2907.0,[11],[10],savoir,9,_,_,112,36,113,[],[],[],[],[],[],[],False,False,False,2
Passepartout- onze heures et demie étant sonnées- se trouvait donc seul dans la maison de Saville - row.,Passepartout,sonnées,,nsubj:pass,xcomp,,1.0,8,,2950.0,2957,,2912.0,2918,,[1],[],sonner,0,_,_,113,37,114,['1'],[],['1'],[],[],[],[],True,False,False,2
Passepartout- onze heures et demie étant sonnées- se trouvait donc seul dans la maison de Saville - row.,,trouvait,se,,root,expl:comp,,11,10.0,,2960,2959.0,,2920,2919.0,[],[10],trouver,0,58,_,113,37,114,[],[],[],[],[],[],[],False,False,False,2
Passepartout- onze heures et demie étant sonnées- se trouvait donc seul dans la maison de Saville - row.,,trouvait,dans la maison de Saville-row,,root,obl:mod,,11,16.0,,2960,2965.0,,2920,2925.0,[],"[14, 15, 16, 17, 18, 19, 20]",trouver,0,58,_,113,37,114,[],[],[],[],"['5', '10']","['5', '10']",['FAC'],False,True,False,2
Aussitôt il en commença l' inspection.,il,commença,en,nsubj,root,iobj,2.0,4,3.0,2972.0,2974,2973.0,2931.0,2933,2932.0,[2],[3],commencer,0,_,_,114,37,115,['1'],[],['1'],[],['5'],['5'],['FAC'],True,True,True,2
Aussitôt il en commença l' inspection.,il,commença,l'inspection,nsubj,root,obj,2.0,4,6.0,2972.0,2974,2976.0,2931.0,2933,2935.0,[2],"[5, 6]",commencer,0,_,_,114,37,115,['1'],[],['1'],[],[],[],[],True,False,False,2
Il la parcourut de la cave au grenier.,Il,parcourut,la,nsubj,root,obj,1.0,3,2.0,2978.0,2980,2979.0,2937.0,2939,2938.0,[1],[2],parcourir,0,52,_,115,37,116,['1'],[],['1'],[],['5'],['5'],['FAC'],True,True,True,2
Il la parcourut de la cave au grenier.,Il,parcourut,de la cave au grenier,nsubj,root,obl:arg,1.0,3,6.0,2978.0,2980,2983.0,2937.0,2939,2942.0,[1],"[4, 5, 6, 7, 8]",parcourir,0,52,_,115,37,116,['1'],[],['1'],[],['55'],['55'],['LOC'],True,True,True,2
"Cette maison propre, rangée, sévère, puritaine, bien organisée pour le service, lui plut.",,rangée,,,acl,,,5,,,2991,,,2950,,[],[],ranger,2,5,FAC,116,37,117,[],[],[],[],[],[],[],False,False,False,2
"Cette maison propre, rangée, sévère, puritaine, bien organisée pour le service, lui plut.",,organisée,pour le service,,acl,obl:mod,,12,15.0,,2998,3001.0,,2957,2960.0,[],"[13, 14, 15]",organiser,2,5,FAC,116,37,117,[],[],[],[],['5'],['5'],['FAC'],False,True,False,2
"Cette maison propre, rangée, sévère, puritaine, bien organisée pour le service, lui plut.",Cette maison propre sévère puritaine,plut,lui,nsubj,root,iobj,2.0,18,17.0,2988.0,3004,3003.0,2947.0,2963,2962.0,"[1, 2, 3, 7, 9]",[17],pleuvoir,0,_,_,116,37,117,[],['1'],['1'],['5'],[],['5'],['FAC'],True,True,True,2
"Elle lui fit l' effet d' une belle coquille de colimaçon, mais d' une coquille éclairée et chauffée au gaz, car l' hydrogène carburé y suffisait à tous les besoins de lumière et de chaleur.",Elle,fit,lui,nsubj,root,iobj,1.0,3,2.0,3006.0,3008,3007.0,2965.0,2967,2966.0,[1],[2],faire,0,_,_,117,37,118,[],['1'],['1'],['5'],[],['5'],['FAC'],True,True,True,2
"Elle lui fit l' effet d' une belle coquille de colimaçon, mais d' une coquille éclairée et chauffée au gaz, car l' hydrogène carburé y suffisait à tous les besoins de lumière et de chaleur.",Elle,fit,l'effet,nsubj,root,obj,1.0,3,5.0,3006.0,3008,3010.0,2965.0,2967,2969.0,[1],"[4, 5]",faire,0,_,_,117,37,118,[],[],[],['5'],[],['5'],['FAC'],False,True,False,2
"Elle lui fit l' effet d' une belle coquille de colimaçon, mais d' une coquille éclairée et chauffée au gaz, car l' hydrogène carburé y suffisait à tous les besoins de lumière et de chaleur.",Elle,fit,d'une belle coquille de colimaçon mais d'une coquille,nsubj,root,obl:arg,1.0,3,9.0,3006.0,3008,3014.0,2965.0,2967,2973.0,[1],"[6, 7, 8, 9, 10, 11, 13, 14, 15, 16]",faire,0,_,_,117,37,118,[],[],[],['5'],[],['5'],['FAC'],False,True,False,2
"Elle lui fit l' effet d' une belle coquille de colimaçon, mais d' une coquille éclairée et chauffée au gaz, car l' hydrogène carburé y suffisait à tous les besoins de lumière et de chaleur.",,éclairée,,,acl,,,17,,,3022,,,2981,,[],[],éclairer,16,_,_,117,37,118,[],[],[],[],[],[],[],False,False,False,2
"Elle lui fit l' effet d' une belle coquille de colimaçon, mais d' une coquille éclairée et chauffée au gaz, car l' hydrogène carburé y suffisait à tous les besoins de lumière et de chaleur.",,chauffée,au gaz,,conj,obl:mod,,19,21.0,,3024,3026.0,,2983,2985.0,[],"[20, 21]",chauffer,17,_,_,117,37,118,[],[],[],[],[],[],[],False,False,False,2
"Elle lui fit l' effet d' une belle coquille de colimaçon, mais d' une coquille éclairée et chauffée au gaz, car l' hydrogène carburé y suffisait à tous les besoins de lumière et de chaleur.",,carburé,,,acl,,,26,,,3031,,,2990,,[],[],carburer,25,_,_,117,37,118,[],[],[],[],[],[],[],False,False,False,2
"Elle lui fit l' effet d' une belle coquille de colimaçon, mais d' une coquille éclairée et chauffée au gaz, car l' hydrogène carburé y suffisait à tous les besoins de lumière et de chaleur.",l'hydrogène,suffisait,y,nsubj,conj,iobj,25.0,28,27.0,3030.0,3033,3032.0,2989.0,2992,2991.0,"[24, 25]",[27],suffire,3,_,_,117,37,118,[],[],[],[],[],[],[],False,False,False,2
"Elle lui fit l' effet d' une belle coquille de colimaçon, mais d' une coquille éclairée et chauffée au gaz, car l' hydrogène carburé y suffisait à tous les besoins de lumière et de chaleur.",l'hydrogène,suffisait,à tous les besoins de lumière et de chaleur,nsubj,conj,obl:arg,25.0,28,32.0,3030.0,3033,3037.0,2989.0,2992,2996.0,"[24, 25]","[29, 30, 31, 32, 33, 34, 35, 36, 37]",suffire,3,_,_,117,37,118,[],[],[],[],[],[],[],False,False,False,2
"Passepartout trouva sans peine, au second étage, la chambre qui lui était destinée.",Passepartout,trouva,sans peine,nsubj,root,obl:mod,1.0,2,4.0,3044.0,3045,3047.0,3003.0,3004,3006.0,[1],"[3, 4]",trouver,0,34,_,118,37,119,['1'],[],['1'],[],[],[],[],True,False,False,2
"Passepartout trouva sans peine, au second étage, la chambre qui lui était destinée.",Passepartout,trouva,au second étage,nsubj,root,obl:mod,1.0,2,8.0,3044.0,3045,3051.0,3003.0,3004,3010.0,[1],"[6, 7, 8]",trouver,0,34,_,118,37,119,['1'],[],['1'],[],[],[],[],True,False,False,2
"Passepartout trouva sans peine, au second étage, la chambre qui lui était destinée.",Passepartout,trouva,la chambre,nsubj,root,obj,1.0,2,11.0,3044.0,3045,3054.0,3003.0,3004,3013.0,[1],"[10, 11]",trouver,0,34,_,118,37,119,['1'],[],['1'],[],['15'],['15'],['FAC'],True,True,True,2
"Passepartout trouva sans peine, au second étage, la chambre qui lui était destinée.",qui,destinée,lui,nsubj:pass,acl:relcl,iobj,12.0,15,13.0,3055.0,3058,3056.0,3014.0,3017,3015.0,[12],[13],destiner,11,15,FAC,118,37,119,[],['1'],['1'],['15'],[],['15'],['FAC'],True,True,True,2
Elle lui convint.,Elle,convint,lui,nsubj,root,iobj,1.0,3,2.0,3060.0,3062,3061.0,3019.0,3021,3020.0,[1],[2],convenir,0,_,_,119,37,120,[],['1'],['1'],['15'],[],['15'],['FAC'],True,True,True,2
Des timbres électriques et des tuyaux acoustiques la mettaient en communication avec les appartements de l' entresol et du premier étage.,Des timbres électriques et des tuyaux acoustiques,mettaient,la,nsubj,root,obj,2.0,9,8.0,3065.0,3072,3071.0,3024.0,3031,3030.0,"[1, 2, 3, 4, 5, 6, 7]",[8],mettre,0,_,_,120,37,121,[],[],[],[],['15'],['15'],['FAC'],False,True,False,2
Des timbres électriques et des tuyaux acoustiques la mettaient en communication avec les appartements de l' entresol et du premier étage.,Des timbres électriques et des tuyaux acoustiques,mettaient,en communication avec les appartements de l'entresol et du premier étage,nsubj,root,obl:arg,2.0,9,11.0,3065.0,3072,3074.0,3024.0,3031,3033.0,"[1, 2, 3, 4, 5, 6, 7]","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",mettre,0,_,_,120,37,121,[],[],[],[],['180'],['180'],['FAC'],False,True,False,2
"Sur la cheminée, une pendule électrique correspondait avec la pendule de la chambre à coucher de Phileas Fogg, et les deux appareils battaient au même instant, la même seconde.",une pendule électrique,correspondait,Sur la cheminée,nsubj,root,obl:mod,6.0,8,3.0,3091.0,3093,3088.0,3050.0,3052,3047.0,"[5, 6, 7]","[1, 2, 3]",correspondre,0,_,_,121,37,122,[],[],[],[],[],[],[],False,False,False,2
